ticket_id,created_at,customer_name,plan,subject,body,category,priority,resolution,resolved_at
TK-0149,2024-08-02T06:13:09Z,Pinnacle Health,Enterprise,CSV import timing out with large files,"Trying to import a CSV file with 50,000 rows (about 15MB) and it times out every time after about 3 minutes. We need to do this import for our data migration. Smaller files (under 1,000 rows) import fine. Is there a file size or row limit we're hitting?",integration,high,The CSV export was failing due to a formatting issue with special characters in the data. Updated the export service to properly escape special characters and handle UTF-8 encoding. CSV exports should now download correctly with proper formatting.,2024-08-02T20:46:03.239212Z
TK-0152,2024-08-02T22:29:29Z,Horizon Tech,Growth,Getting rate limited on /v2/reports endpoint,We're hitting 429 errors specifically on the /v2/reports endpoint when generating our daily analytics reports. Other endpoints are fine. We're only making about 10 requests per minute to this endpoint. The error started yesterday.,performance,high,The rate limit on /v1/exports was temporarily reduced during a backend migration. We've restored the original limits and your export requests should go through without hitting 429 errors. Let us know if the issue persists.,2024-08-04T14:04:06.189275Z
TK-0153,2024-08-08T00:53:45Z,Meridian SaaS Group,Growth,Question about data retention after downgrade,"We're considering downgrading from Enterprise to Growth. What happens to our data? Specifically: archived projects, custom fields, and integration configurations. Will we lose anything? Need to understand the full impact before making a decision.",account,high,"Detailed the downgrade impact: archived projects remain accessible (read-only for those exceeding Growth limits), custom fields preserved but limited to 20 (currently using 34), integrations limited to 5 active (currently 12). Sent full comparison doc. Recommended exporting before downgrade as a safety measure.",2024-08-09T00:32:19.936330Z
TK-0157,2024-08-08T09:42:55Z,Thunderbolt Media,Growth,Custom dashboard widgets,"The default dashboard layout doesn't quite fit our workflow. We'd love to be able to create custom widgets — like a KPI tracker that pulls specific metrics, or a team workload heatmap. Configurable dashboards would be a huge value-add for us.",feature_request,low,"Feature request FR-2917. Custom dashboards are in active development (alpha internally). Added to early access list. In the meantime, suggested using the embedded analytics iframe option with their BI tool.",2024-08-09T21:28:11.502345Z
TK-0158,2024-08-08T18:14:51Z,Polaris Navigation,Starter,Tax exemption certificate not being applied,We submitted our tax exemption certificate three months ago but our invoices still show sales tax. We're a registered nonprofit and shouldn't be charged tax. This has been an ongoing issue. Can you escalate this?,billing,low,Found the tax exemption certificate was uploaded but not linked to the billing profile due to a mismatch in EIN. Corrected the linking. Applied retroactive tax credits for the last 3 invoices totaling $847.22. Future invoices will reflect exempt status.,2024-08-10T12:47:33.523492Z
TK-0160,2024-08-09T08:22:21Z,NovaTech Solutions,Starter,Cancellation and final billing inquiry,We've decided to move to a different platform. Please process our cancellation effective end of this billing cycle. Also need confirmation of what our final invoice will look like — we don't want any surprise charges after cancellation.,billing,critical,Processed cancellation request. Account set to downgrade at cycle end (2025-04-01). Final invoice will include usage through March 31 only. No early termination fee on monthly plan. Sent confirmation email with detailed final invoice preview.,2024-08-10T13:04:46.659907Z
TK-0163,2024-08-10T00:10:19Z,Thunderbolt Media,Enterprise,Can we get a walkthrough of the reporting features?,Our team wants to better understand the reporting capabilities in Steadfast. We're not using reports much right now but our management wants regular project status updates. Can someone give us a tour of what's available?,account,high,"Scheduled a 30-minute reporting walkthrough. Covered: built-in report templates, custom report builder, scheduled report delivery, and dashboard widgets. Shared our Reporting Best Practices guide (KB-1060). Customer set up 3 recurring reports.",2024-08-11T21:55:32.638332Z
TK-0166,2024-08-10T11:36:05Z,Nimbus Health,Growth,Setting up SSO for our organization,We'd like to enable SSO using our company's Azure AD. I've read the docs but I'm getting stuck on the SAML configuration — specifically the assertion consumer service URL and the entity ID. Can someone help me get this configured?,account,critical,"Scheduled a 30-minute screen share to walk through SSO setup. Key settings: ACS URL is https://app.steadfast.io/auth/saml/callback, Entity ID is https://app.steadfast.io/saml/metadata. Helped configure attribute mappings (email, firstName, lastName, department). SSO working after the call. Sent config doc for reference.",2024-08-12T11:27:39.170649Z
TK-0167,2024-08-13T02:31:08Z,Blueshift Labs,Enterprise,Discount code not applying at checkout,"Trying to apply the promo code GROW2024 that your sales rep gave us, but it says 'invalid code' at checkout. We were promised 20% off the first year. Can you apply this manually? We want to complete our upgrade today.",billing,medium,"Code GROW2024 expired on 2024-12-31. Contacted sales rep (James M.) who confirmed the offer should be honored. Created new code GROW2024-EXT with same terms, valid through 2025-03-31. Customer applied successfully.",2024-08-13T19:18:32.831933Z
TK-0171,2024-08-13T19:39:45Z,Sterling Manufacturing,Starter,Need to update payment method,Our corporate card on file is expiring next month. I need to switch to a new card but the billing settings page keeps timing out when I try to save. I've tried three different browsers. Can someone help me update this before our next billing cycle?,billing,critical,Confirmed the payment update form has a known issue with cards requiring 3DS verification. Walked customer through the alternative update flow via Settings > Billing > Manual Update. Card updated successfully.,2024-08-14T09:22:47.047017Z
TK-0175,2024-08-14T13:37:06Z,Dawnbreak Studios,Enterprise,Where to find keyboard shortcuts documentation,Is there a list of keyboard shortcuts for Steadfast? I'd like to work faster without using the mouse so much. I found a couple shortcuts by accident (Ctrl+K for search) but want to know all of them.,account,high,"Shared keyboard shortcut reference (available in-app via ? key). Full list also at docs.steadfast.io/shortcuts. Key shortcuts: Ctrl+K (search), Ctrl+N (new task), Ctrl+Shift+L (list view), Ctrl+Shift+B (board view). Also mentioned the command palette feature.",2024-08-15T02:02:21.528506Z
TK-0178,2024-08-14T19:00:56Z,Tidewater Shipping,Starter,Would love a dark mode option,We have several developers on our team who work late hours and the bright white interface is tough on the eyes. Is there any plan to add a dark mode? Even a simple theme toggle would be great. Several of our team members have asked about this.,feature_request,low,Logged as feature request FR-2891. Dark mode is on the Q3 roadmap (currently in design phase). Added customer to the beta notification list. Shared the public roadmap link for tracking.,2024-08-15T11:31:50.739527Z
